MLSNumber,Category,Status,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,YearBuilt,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,AdditionalBankOwned,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHR2002328,RES,Closed,9,9,8/6/21,8/14/21 0:00,9/17/21,9/17/21,"$275,000 ","$275,000 ","$275,000 ",4834,,Atlas Cedar,,Aberdeen,MD,21001,HARFORDMD,HOLLYWOODS POINT,James F Ferguson,3023693,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Larry G Ennels,26162,"Long & Foster Real Estate, Inc.",LNG124,(410) 583-5700,Conventional,StandardSale,StandardSale,StandardSale,2736,2020,0.07,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2009,16,1950,,3,2,2,Three,Traditional,"Lower1,Main,Upper1",,Yes,1,No,,,,Yes,No,No,StandardSale,BRIGHT,1550,400,,,
MDHR2002224,RES,Closed,9,9,8/6/21,8/25/21 0:00,9/30/21,9/29/21,"$285,999 ","$285,999 ","$279,000 ",616,,Possum Trot,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Randy Pomfrey,128619,Cummings & Co. Realtors,CCRL12,(410) 823-0033,Helene Kelbaugh,3012740,"EXP Realty, LLC",EXXP1,(888) 860-7369,FHA,StandardSale,StandardSale,StandardSale,2546,2021,0.05,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2007,18,2136,,3,2,2,Two,Other,"Lower1,Main,Upper1",,Yes,1,Yes,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1536,600,,,
MDHR2000328,RES,Closed,4,4,8/10/21,8/13/21 0:00,10/21/21,10/21/21,"$395,999 ","$395,999 ","$415,000 ",945,S,Stepney,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Jennifer Harr,3240859,Garceau Realty,GARC1,(410) 803-0714,Robert A Head,26535,"American Premier Realty, LLC",KWAM1,(443) 512-0090,FHA,StandardSale,StandardSale,StandardSale,3275,2021,0.53,110,FeeSimple,No,No,No,,,,1966,59,2819,Excellent,5,3,,One,Rancher,Main,,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2819,0,Excellent,,
MDHR2001352,RES,Closed,9,9,8/5/21,8/13/21 0:00,10/27/21,10/25/21,"$335,000 ","$335,000 ","$335,000 ",639,,Heathland,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Cleopatra Pappas,105168,American Premier Realty,KWAM1,(443) 512-0090,Diksha J Patel,3316828,Ghimire Homes,GHIM1,(410) 497-5238,Conventional,StandardSale,StandardSale,StandardSale,2835,2021,0.05,110,FeeSimple,No,No,Yes,Monthly,73,Monthly,2019,6,2012,Excellent,3,2,2,Three,Traditional,"Lower1,Main,Upper1",,Yes,1,No,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1552,460,Excellent,,
MDHR2002276,RES,Closed,0,0,8/4/21,1/1/21 0:00,8/4/21,4/20/21,"$515,000 ","$515,000 ","$515,000 ",1027,,Gullwing,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Shalynn D Mills-Arasanmi,152855,"Integrity Home Team, LLC",INTHT1,(410) 449-3009,"Conventional,ExchangeTrade",StandardSale,StandardSale,StandardSale,648,2020,0.26,110,FeeSimple,No,No,Yes,Monthly,72,Monthly,2021,4,0,Excellent,5,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,Yes,StandardSale,BRIGHT,0,0,Excellent,,
MDHR2002140,RES,Closed,3,3,8/6/21,8/18/21 0:00,10/1/21,10/1/21,"$169,900 ","$169,900 ","$174,000 ",61,,Green,,Aberdeen,MD,21001,HARFORDMD,LYNDHURST,Laura M Snyder,151562,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Timothy C Markland Jr.,3092762,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,VA,StandardSale,StandardSale,StandardSale,1948,2021,0.17,110,FeeSimple,No,No,No,,,,1950,75,962,VeryGood,3,1,,One,Rancher,Main,,No,,No,"DryerInUnit,MainFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,962,0,VeryGood,,
MDHR2002054,RES,Closed,10,10,8/22/21,9/4/21 0:00,11/2/21,10/28/21,"$290,000 ","$290,000 ","$285,000 ",4709,,Witchhazel,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Lee R. Tessier,132177,"EXP Realty, LLC",EXPB1,(410) 638-9555,Tonya R Meredith,69870,CENTURY 21 New Millennium,CREC6,(410) 665-0200,FHA,StandardSale,StandardSale,StandardSale,2428,2021,0.04,110,FeeSimple,No,No,Yes,Monthly,83,Monthly,2008,17,1892,VeryGood,3,2,1,Three,Traditional,"Main,Upper1,Upper2",,No,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1592,300,VeryGood,,
MDHR2002094,RES,Closed,7,7,8/1/21,8/7/21 0:00,9/28/21,9/24/21,"$334,900 ","$334,900 ","$331,450 ",630,,Roberts,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Henry T. Webster,3108958,Mainland Realty,MANL1,(410) 327-3777,Robert G Rich,3219493,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,VA,StandardSale,StandardSale,StandardSale,2970,2020,0.2,110,FeeSimple,No,No,No,,,,1957,68,1961,,3,2,,Two,Rancher,Main,,Yes,,Yes,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1361,600,,100,50
MDHR2002048,RES,Closed,10,10,8/6/21,8/15/21 0:00,9/10/21,9/10/21,"$184,900 ","$184,900 ","$190,000 ",47,,Moyer,,Aberdeen,MD,21001,HARFORDMD,ROYAL ACRES,Blair Courtland Thomas,3318552,ExecuHome Realty,EXER1,(443) 632-3000,Carolyn Shoop,3066762,Samson Properties,SAMP16,(301) 850-0255,Conventional,StandardSale,StandardSale,StandardSale,2386,2020,0.17,110,FeeSimple,No,No,No,,,,1950,75,1129,,2,1,1,One,Rancher,"Lower1,Lower2,Main,Upper1,Upper2",,No,,No,,,,Yes,No,No,StandardSale,BRIGHT,1129,0,,,
MDHR2002060,RES,Closed,4,4,7/31/21,8/4/21 0:00,9/21/21,9/17/21,"$450,000 ","$450,000 ","$480,000 ",603,,Southgate,,Aberdeen,MD,21001,HARFORDMD,RAMSGATE ESTATES,Daniel M Carson,37151,"American Premier Realty, LLC",KWAM1,(443) 512-0090,JASON MICHEAL DUCKWORTH,3320682,"EXP Realty, LLC",EXXP1,(888) 860-7369,Conventional,StandardSale,StandardSale,StandardSale,5234,2020,0.4,110,FeeSimple,No,No,No,,,,1966,59,3290,Excellent,4,2,1,Three,"Colonial,Traditional","Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2690,600,Excellent,,
MDHR2002046,RES,Closed,14,14,8/6/21,8/18/21 0:00,9/18/21,9/17/21,"$280,000 ","$280,000 ","$280,000 ",4721,,Witchhazel,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Kirk Steffes,3007458,Cummings & Co Realtors,CCRL8,(410) 823-0033,Taryn Blaire Antonelli,3316992,Samson Properties,SAMP13,(240) 630-8689,FHA,StandardSale,StandardSale,StandardSale,2394,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,84,Monthly,2009,16,1860,,3,2,1,Three,Traditional,"Lower1,Main,Upper1",,No,2,,,,,Yes,No,No,StandardSale,BRIGHT,1560,300,,,
MDHR2001900,RES,Closed,3,3,7/30/21,8/1/21 0:00,9/2/21,9/2/21,"$499,900 ","$510,000 ","$510,000 ",1014,,Boomerang,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Jamie B Rassi,50822,Cummings & Co Realtors,CCRL8,(410) 823-0033,Lindsay Moiles,3112491,Cummings & Co Realtors,CCRL8,(410) 823-0033,VA,StandardSale,StandardSale,StandardSale,4723,2021,0.07,110,FeeSimple,No,No,Yes,Monthly,72.5,Monthly,2020,5,3096,Excellent,5,3,1,Three,Colonial,"Main,Upper1",,Yes,2,Yes,"HasLaundry,UpprFlrLndry",,13,Yes,No,No,StandardSale,BRIGHT,3096,0,Excellent,,
MDHR2001526,RES,Closed,7,7,7/30/21,8/5/21 0:00,9/10/21,9/9/21,"$280,000 ","$280,000 ","$290,000 ",748,,Cambridge,,Aberdeen,MD,21001,HARFORDMD,BREA MAR MANOR,Bob Kimball,25228,Redfin Corp,REFC4,(410) 202-8454,Brandi M Hawkins,3216116,Harris Hawkins & Co,HARRH1,(410) 321-1035,Cash,StandardSale,StandardSale,StandardSale,2221,2020,0.2,110,FeeSimple,No,No,No,,,,1965,60,1728,,4,2,,Three,SplitFoyer,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,988,740,,,
MDHR2002032,RES,Closed,3,3,7/30/21,8/5/21 0:00,9/3/21,9/3/21,"$250,000 ","$250,000 ","$280,100 ",327,S,Law,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Angela Ney,3295771,"Compass Home Group, LLC",COMPHG1,(443) 360-0086,Robert B McArtor,140733,RE/MAX Components,REGR3,(410) 893-1199,Conventional,StandardSale,StandardSale,StandardSale,3753,2020,0.39,110,FeeSimple,No,No,No,,,,1950,75,1729,,3,2,,OneandaHalf,Rancher,Main,,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1729,0,,,
MDHR2001834,RES,Closed,26,26,7/29/21,8/23/21 0:00,9/22/21,9/22/21,"$500,000 ","$475,000 ","$485,525 ",353,,Marina,,Aberdeen,MD,21001,HARFORDMD,GABLERS SHORE,Robert A Head,26535,"American Premier Realty, LLC",KWAM1,(443) 512-0090,Jamie B Rassi,50822,Cummings & Co Realtors,CCRL8,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,4309,2021,0.13,110,FeeSimple,No,No,Yes,Monthly,125,Monthly,2019,6,2500,VeryGood,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2500,0,VeryGood,,
MDHR2001946,RES,Closed,2,2,7/28/21,7/30/21 0:00,8/20/21,8/17/21,"$399,900 ","$399,900 ","$385,000 ",769,,Cronin,,Aberdeen,MD,21001,HARFORDMD,MAXA WOODS,James H Chase,3222628,"Long & Foster Real Estate, Inc.",LNG51,(301) 975-9500,Joele Walker,3303758,ExecuHome Realty,EXER1,(443) 632-3000,Cash,StandardSale,StandardSale,StandardSale,5234,2020,0.57,110,FeeSimple,No,No,No,,,,1990,35,3461,,5,3,1,Two,Traditional,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,3461,0,,,
MDHR2001802,RES,Closed,19,19,8/6/21,8/30/21 0:00,10/12/21,10/12/21,"$300,000 ","$285,000 ","$275,000 ",76,E,Bel Air,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Tamara Arguello,3278638,Integrity  Property Service,INRG1,(410) 663-0625,Teaonna Lenora Holloman,3321875,"EXP Realty, LLC",EXXP1,(888) 860-7369,FHA,StandardSale,StandardSale,StandardSale,2689,2021,0.23,110,FeeSimple,No,No,No,,,,1905,120,2128,Excellent,4,2,,Three,Colonial,"Main,Upper1",,Yes,,No,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2128,0,Excellent,,
MDHR2001780,RES,Closed,25,25,7/22/21,8/8/21 0:00,9/13/21,8/30/21,"$25,000 ","$25,000 ","$20,000 ",111,,Inca,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,William Bill Standiford,8351,EXIT Preferred Realty,EPRL2,(410) 398-9000,William Bill Standiford,8351,EXIT Preferred Realty,EPRL2,(410) 398-9000,Cash,StandardSale,StandardSale,StandardSale,0,2021,,,Other,No,No,Yes,Monthly,590,Monthly,1980,45,780,Average,2,1,0,One,Rancher,Main,,No,,No,,,4,Yes,No,No,StandardSale,BRIGHT,780,0,Average,,
MDHR2001718,RES,Closed,28,28,7/22/21,8/18/21 0:00,10/1/21,9/30/21,"$355,000 ","$355,000 ","$360,000 ",618,,English Ivy,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Melvern Ledbetter,27873,Keller Williams Legacy,KWR25,(443) 660-9229,Michelle A Godfrey,91993,"Kencot Realty, LLC.",KENCOT1,(410) 891-2090,FHA203b,StandardSale,StandardSale,StandardSale,3336,2021,0.1,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2013,12,2817,"Excellent,VeryGood",3,3,1,Three,Contemporary,"Lower1,Main,Upper1",,Yes,1,Yes,"HasLaundry,UpprFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,2192,625,"Excellent,VeryGood",,
MDHR2001640,RES,Closed,66,66,8/10/21,10/21/21 0:00,11/17/21,11/16/21,"$534,900 ","$519,900 ","$500,000 ",499,,Beards Hill,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Linda L Welsh,25296,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Andrew Johns III,3027331,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,VA,StandardSale,StandardSale,StandardSale,5917,2021,0.55,110,FeeSimple,No,No,Yes,Quarterly,88,Quarterly,2004,21,5190,,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,3590,1600,,,
MDHR2001730,RES,Closed,4,4,8/11/21,8/15/21 0:00,9/29/21,9/29/21,"$299,900 ","$299,900 ","$310,000 ",4863,,Atlas Cedar,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Danielle Waldera,3221061,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Beth F Scheir,3018505,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Conventional,StandardSale,StandardSale,StandardSale,2859,2020,0.06,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2009,16,2522,,3,2,1,Three,SidebySide,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,1922,600,,,
MDHR2001690,RES,Closed,4,4,7/21/21,7/24/21 0:00,8/27/21,8/27/21,"$70,000 ","$70,000 ","$75,000 ",404,,Dorsey,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Jennifer C Cernik,99208,Next Step Realty,NXSR1,(443) 901-2200,Christine Kirk,3085923,Next Step Realty,NXSR1,(443) 901-2200,Cash,StandardSale,StandardSale,StandardSale,592,2020,0.08,110,FeeSimple,No,No,No,,,,1978,47,1396,,3,1,1,Two,SidebySide,"Main,Upper1",,No,,,,,,Yes,No,No,StandardSale,BRIGHT,1396,0,,,
MDHR2001222,RES,Closed,7,7,7/21/21,7/29/21 0:00,8/31/21,8/30/21,"$140,000 ","$140,000 ","$170,500 ",619,,Colaine,,Aberdeen,MD,21001,HARFORDMD,PARADISE MANOR,Vincent J. Steo,92130,RE/MAX Community Real Estate,RMCOMRE1,(410) 793-1616,Henry T. Webster,3108958,Mainland Realty,MANL1,(410) 327-3777,Cash,StandardSale,StandardSale,StandardSale,2420,2020,0.33,110,FeeSimple,No,No,No,,,,1954,71,962,Good,3,1,,Two,Rancher,"Lower1,Main",,Yes,,Yes,"BsmtLaundry,DryerInUnit,HasLaundry,Hookup,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,962,0,Good,,
MDHR2001118,RES,Closed,2,2,7/19/21,7/20/21 0:00,9/1/21,8/31/21,"$270,000 ","$270,000 ","$260,000 ",607,,Hazy Dawn,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Denise Garono Lancelotta,96715,Coldwell Banker Realty,CBRB42,(410) 515-2000,Denise Garono Lancelotta,96715,Coldwell Banker Realty,CBRB42,(410) 515-2000,Conventional,StandardSale,StandardSale,StandardSale,2413,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2010,15,1860,VeryGood,3,3,1,Three,SplitFoyer,"Lower1,Main,Upper1",,Yes,2,,"BsmtLaundry,DryerInUnit,Hookup,LowFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1560,300,VeryGood,,
MDHR2001554,RES,Closed,5,5,7/29/21,8/1/21 0:00,9/2/21,8/31/21,"$255,000 ","$255,000 ","$265,000 ",4839,,Limestone,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Shawn M Wiseman,3092917,Northrop Realty,NRP5,(443) 921-3900,Jennifer Garcia,3078811,Coldwell Banker Realty,CBRB42,(410) 515-2000,Cash,StandardSale,StandardSale,StandardSale,2201,2020,0.08,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2008,17,1820,Excellent,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1320,500,Excellent,,
MDHR2001508,RES,Closed,0,0,7/18/21,5/29/21 0:00,7/18/21,5/29/20,"$287,000 ","$287,000 ","$287,000 ",515,,Heathland Trail,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Kivonnia Barnes,3281297,Coldwell Banker Realty,CBRB16,(410) 327-2200,FHA,StandardSale,StandardSale,StandardSale,5000,2020,0.05,,FeeSimple,No,No,No,,,,2020,5,2020,,3,2,2,Three,Traditional,Main,,Yes,1,,,,,Yes,No,No,StandardSale,BRIGHT,1600,420,,,
MDHR2001264,RES,Closed,4,4,7/24/21,7/27/21 0:00,8/25/21,8/25/21,"$299,900 ","$310,000 ","$310,000 ",11,,Hillman,,Aberdeen,MD,21001,HARFORDMD,HILLCREST MANOR,Faye J. Carey,3026076,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,Linda L Welsh,25296,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Conventional,StandardSale,StandardSale,StandardSale,3651,2020,0.35,110,FeeSimple,No,No,No,,,,1978,47,1835,Good,3,2,1,Two,Bilevel,"Lower1,Main",,Yes,2,Yes,"DryerInUnit,HasLaundry,Hookup,LowFlrLndry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1263,572,Good,100,100
MDHR2001446,RES,Closed,2,25,7/16/21,7/17/21 0:00,8/27/21,8/27/21,"$319,990 ","$319,990 ","$319,990 ",409,,Dryden,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Conventional,StandardSale,StandardSale,StandardSale,432,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,73,Monthly,2021,4,2288,Excellent,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,No,,,,,,Yes,No,Yes,StandardSale,BRIGHT,2288,0,Excellent,,
MDHR2001172,RES,Closed,15,15,7/15/21,7/30/21 0:00,9/2/21,8/30/21,"$234,997 ","$229,997 ","$230,000 ",611,,Possum Trot,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,James F Ferguson,3023693,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Quinten D White,3312342,"R.E. Shilow Realty Investors, Inc.",RSHR1,(443) 602-9900,FHA,StandardSale,StandardSale,StandardSale,1974,2020,0.04,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2007,18,1600,,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,StandardSale,BRIGHT,1200,400,,,
MDHR2001248,RES,Closed,0,0,7/15/21,5/19/21 0:00,7/15/21,7/15/21,"$539,970 ","$539,970 ","$539,970 ",802,,Bentgrass,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Karolina Stasiukiewicz,3060557,Cummings & Co Realtors,CCRL8,(410) 823-0033,VA,StandardSale,StandardSale,StandardSale,4985,2020,0.18,110,FeeSimple,No,No,Yes,Monthly,73,Monthly,2019,6,3903,Excellent,5,4,1,Two,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,Yes,StandardSale,BRIGHT,2873,1030,Excellent,,
MDHR2001350,RES,Closed,19,19,7/15/21,8/27/21 0:00,9/18/21,9/17/21,"$504,900 ","$475,000 ","$487,000 ",708,,Perception,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Alan-Michael Carter,3230533,ExecuHome Realty,EXER5,(410) 654-0202,Tanguy Kabwenge,3295751,Samson Properties,SAMP20,(443) 542-2251,FHA,StandardSale,StandardSale,StandardSale,4132,2020,0.19,110,FeeSimple,No,No,Yes,Monthly,73,Monthly,2020,5,3678,,5,3,,Three,Colonial,"Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,2678,1000,,,
MDHR2001346,RES,Closed,6,6,7/19/21,7/23/21 0:00,8/26/21,8/26/21,"$150,000 ","$150,000 ","$140,000 ",206,,Teake,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Erwin A Scofield,3264782,ExecuHome Realty,EXER4,(443) 757-3400,George E Nickels,3318726,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Conventional,StandardSale,StandardSale,StandardSale,1634,2020,0.26,110,FeeSimple,No,No,No,,,,1966,59,1352,,3,1,1,Two,Traditional,"Main,Upper1",,No,,,,,,No,No,No,StandardSale,BRIGHT,1352,0,,,
MDHR2001298,RES,Closed,6,6,7/14/21,7/19/21 0:00,8/20/21,8/16/21,"$245,000 ","$245,000 ","$260,000 ",5086,,Bristle Cone,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Shannon L Bowers,3046472,"American Premier Realty, LLC",KWAM1,(443) 512-0090,India N. Pope-Marin,150182,Exit Community Realty,EER1,(240) 623-3948,Cash,StandardSale,StandardSale,StandardSale,2084,2020,0.04,110,FeeSimple,No,No,Yes,Quarterly,155,Quarterly,2004,21,2184,,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1584,600,,,
MDHR2001242,RES,Closed,20,20,7/14/21,8/2/21 0:00,9/5/21,9/1/21,"$550,000 ","$550,000 ","$515,000 ",1713,,Church Point,,Aberdeen,MD,21001,HARFORDMD,PARK FARM BEACH,Timothy Langhauser,3044472,"Compass Home Group, LLC",COMPHG1,(443) 360-0086,Shalini Arora,3084178,Cummings & Co. Realtors,CCRL10,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,4560,2020,0.5,110,FeeSimple,No,No,Yes,Annually,360,Annually,2000,25,2084,VeryGood,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,Yes,No,StandardSale,BRIGHT,2084,0,VeryGood,,
MDHR2001266,RES,Closed,5,5,7/17/21,7/22/21 0:00,8/18/21,8/12/21,"$439,000 ","$435,000 ","$474,000 ",205,,Hemlock,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Mary M Jones,52138,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Caroline Paper,3294093,HomeSmart,TSTA3,(301) 352-4065,Conventional,StandardSale,StandardSale,StandardSale,6270,2020,0.54,110,FeeSimple,No,No,No,,,,1968,57,4402,,5,4,,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,4402,0,,,
MDHR2001260,RES,Closed,6,6,7/15/21,8/20/21 0:00,9/15/21,9/10/21,"$285,000 ","$285,000 ","$290,000 ",645,,Walker,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Karen L Harms,3101012,Cummings & Co. Realtors,CCRL6,(410) 823-0033,Mark M Novak,73433,Cummings & Co Realtors,CCRL8,(410) 823-0033,Cash,StandardSale,StandardSale,StandardSale,3014,2020,0.19,110,FeeSimple,No,No,No,,,,1960,65,1973,VeryGood,3,2,,Three,SplitLevel,"Lower1,Main",,Yes,,No,LowFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1612,361,VeryGood,,
MDHR2001236,RES,Closed,10,10,7/23/21,8/1/21 0:00,9/7/21,9/7/21,"$325,000 ","$325,000 ","$335,000 ",677,W,Bel Air,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Joseph M Farinetti,3052295,"Black Dog Realty, LLC",BDRLTY1,(443) 550-1455,Matthew David Musso,3237645,"EXP Realty, LLC",EXXP8,(888) 860-7369,FHA,StandardSale,StandardSale,StandardSale,3449,2020,0.6,110,FeeSimple,No,No,No,,,,1978,47,2188,VeryGood,3,2,1,Two,SplitFoyer,"Lower1,Main,Upper1",,Yes,2,,LowFlrLndry,,,No,No,No,StandardSale,BRIGHT,1188,1000,VeryGood,,
MDHR2001230,RES,Closed,16,16,7/27/21,9/3/21 0:00,10/7/21,10/6/21,"$325,000 ","$350,000 ","$360,000 ",4887,,Atlas Cedar,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Betsy E Counts,122772,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Gershon A Hoffer,151739,CENTURY 21 The Real Estate Centre,CREC3,(301) 963-7800,FHA,StandardSale,StandardSale,StandardSale,3114,2021,0.1,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2010,15,2786,,3,2,1,Three,Villa,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2186,600,,,
MDHR2001080,RES,Closed,3,3,7/11/21,7/13/21 0:00,8/25/21,8/24/21,"$185,000 ","$185,000 ","$195,000 ",190,,Farm,,Aberdeen,MD,21001,HARFORDMD,GREEN VALLEY,Crystal M Wise,3320890,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Mary E Nelson,93071,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,Conventional,StandardSale,StandardSale,StandardSale,2043,2020,0.08,110,FeeSimple,No,No,No,,,,1979,46,1320,,3,1,2,Two,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,StandardSale,BRIGHT,1320,0,,,
